loc_rowid,kepid,kepoi_name,koi_disposition,koi_period,koi_impact,koi_duration,koi_depth,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,ra,dec,label
369,12785320,K00298.01,CONFIRMED,19.96367208,0.846,2.6403,270.9,564,23.88,36.3,5250,4.541,-0.16,0.79,0.79,290.49426,52.055519,1
370,12785320,K00298.02,CANDIDATE,57.3840375,0.954,4.336,241.7,397,5.85,22.9,5250,4.541,-0.16,0.79,0.79,290.49426,52.055519,0
371,2692377,K00299.01,CONFIRMED,1.541676547,0.362,1.9118,296.5,1592,1517.84,94.1,5533,4.337,0.18,1.089,0.94,285.66165,37.9645,1
372,3438975,K00300.01,FALSE POSITIVE,2.976020742,0.721,3.73,114.9,1740,2169.16,60.6,5947,3.939,-0.34,1.796,1.023,290.12018,38.50951,0
373,3642289,K00301.01,CONFIRMED,6.002548291,0.914,4.1628,202,1209,504.79,71.6,6204,4.269,0.26,1.36,1.257,290.49512,38.795479,1
374,3642289,K00301.02,CONFIRMED,11.44865823,0.824,4.953,75.2,975,213.39,21.9,6204,4.269,0.26,1.36,1.257,290.49512,38.795479,1
375,3662838,K00302.01,CONFIRMED,24.85466504,0.746,9.182,776.2,1095,339.33,88,6967,3.864,-0.02,2.527,1.7,295.6088,38.735741,1
376,5966322,K00303.01,CONFIRMED,60.92818866,0.009,6.3336,755.6,467,11.28,120.1,5638,4.359,-0.12,1.023,0.871,293.67532,41.295361,1
377,6029239,K00304.01,CONFIRMED,8.512037736,0.005,2.1861,597.8,839,117.11,102.2,5767,4.538,-0.06,0.881,0.979,287.08997,41.373878,1
378,6029239,K00304.02,CANDIDATE,5.518195,0.243,1.81,27.1,969,208.54,5.2,5767,4.538,-0.06,0.881,0.979,287.08997,41.373878,0
379,6063220,K00305.01,CONFIRMED,4.603575293,0.246,2.3499,440.4,810,101.65,79.7,4783,4.602,0.18,0.741,0.805,297.354,41.300049,1
380,6071903,K00306.01,CONFIRMED,24.30784323,0.425,2.6054,677.1,532,18.87,35.6,5313,4.571,0.12,0.82,0.913,299.31955,41.38464,1
381,6289257,K00307.01,CONFIRMED,19.67409703,0.914,3.7535,204.9,711,60.37,39,6023,4.423,-0.08,1.031,1.027,293.18033,41.61776,1
382,6289257,K00307.02,CONFIRMED,5.21104597,0.833,3.3447,102.7,1107,354.82,36.9,6023,4.423,-0.08,1.031,1.027,293.18033,41.61776,1
383,6291837,K00308.01,CONFIRMED,35.5969684,0.895,6.691,684.5,646,41.06,52.5,6212,4.309,-0.04,1.209,1.082,293.92972,41.602871,1
384,7024222,K00309.01,FALSE POSITIVE,1.633107509,0.35,1.491,60.8,1083,324.97,21.7,4579,4.596,-0.12,0.684,0.672,288.82303,42.542728,0
385,7050989,K00312.01,CONFIRMED,11.57890926,0.359,2.7207,243.4,951,193.48,54.8,6156,4.284,0.14,1.303,1.193,296.46732,42.598785,1
386,7050989,K00312.02,CONFIRMED,16.39926461,0.115,3.4108,220.8,847,121.53,46.4,6156,4.284,0.14,1.303,1.193,296.46732,42.598785,1
387,7419318,K00313.01,CONFIRMED,18.73577127,0.785,3.0356,567.2,568,24.66,81.8,5188,4.547,-0.04,0.795,0.814,282.13553,43.039101,1
388,7419318,K00313.02,CONFIRMED,8.43639829,0.51,3.2451,345.5,742,71.51,76.8,5188,4.547,-0.04,0.795,0.814,282.13553,43.039101,1
389,7603200,K00314.01,CONFIRMED,13.78109471,0.545,2.3188,756,402,6.17,112.8,3846,4.738,-0.24,0.503,0.505,290.3815,43.292988,1
390,7603200,K00314.02,CONFIRMED,23.08902241,0.32,1.7012,598.3,338,3.1,57.4,3846,4.738,-0.24,0.503,0.505,290.3815,43.292988,1
391,7603200,K00314.03,CONFIRMED,10.31282204,0.061,2.0138,137.6,443,9.07,22,3846,4.738,-0.24,0.503,0.505,290.3815,43.292988,1
392,7700622,K00315.01,CONFIRMED,35.58349688,0.001,3.9885,937.6,408,6.54,90.8,4894,4.637,-0.24,0.684,0.753,297.27188,43.333309,1
393,8008067,K00316.01,CONFIRMED,15.77111067,0.009,5.0574,547.1,752,75.61,123.2,5620,4.333,0.34,1.143,1.025,282.39194,43.889351,1
394,8008067,K00316.02,CONFIRMED,157.0659976,0.004,8.1289,551.4,350,3.53,50.9,5620,4.333,0.34,1.143,1.025,282.39194,43.889351,1
395,8008067,K00316.03,CONFIRMED,7.305706326,0.826,1.4228,264.9,972,210.72,43.6,5620,4.333,0.34,1.143,1.025,282.39194,43.889351,1
396,8121310,K00317.01,CONFIRMED,22.20809549,0.017,7.3327,463.2,803,98.36,92.7,6336,4.266,0.34,1.403,1.324,298.81638,43.998039,1
397,8121310,K00317.02,CANDIDATE,11.505879,0.029,5.583,49.8,1000,236.35,12.5,6336,4.266,0.34,1.403,1.324,298.81638,43.998039,0
398,8156120,K00318.01,CONFIRMED,38.5833679,0.905,12.391,1388.2,761,79.08,46.1,6273,4.04,0.44,1.927,1.486,288.15399,44.068821,1
399,8684730,K00319.01,CANDIDATE,46.15119482,0.904,6.3427,1817.3,703,57.8,286,5877,3.927,0.04,1.963,1.187,290.11752,44.87294,0
400,8700558,K00320.01,FALSE POSITIVE,4.79179893,1.209,2.9283,123.9,1249,575.43,46.3,6499,4.408,-0.24,1.103,1.135,295.94781,44.827831,0
401,8753657,K00321.01,CONFIRMED,2.426304127,0.694,2.6624,185.4,1302,679.12,97,5678,4.484,0.26,0.97,1.043,291.84805,44.96822,1
402,8753657,K00321.02,CONFIRMED,4.62334491,0.388,3.0189,62,1050,287.25,25.2,5678,4.484,0.26,0.97,1.043,291.84805,44.96822,1
403,8948424,K00322.01,FALSE POSITIVE,5.888835386,6.217,3.7988,19466,1008,243.87,208.2,5780,4.438,0,1,1,290.20993,45.251904,0
404,9139084,K00323.01,CONFIRMED,5.83599485,0.129,2.062,553.3,884,144.5,11.2,5423,4.542,-0.06,0.828,0.872,284.06113,45.506851,1
405,9641041,K00324.01,FALSE POSITIVE,1.089077863,0.778,2.4676,133.6,2359,7312.11,104.8,6280,4.098,-0.22,1.551,1.1,288.02454,46.30587,0
406,9724984,K00325.01,FALSE POSITIVE,7.86335883,0.995,3.4303,467.3,1195,482.18,74.3,5731,4.005,0.48,1.913,1.351,297.30969,46.449471,0
407,9880467,K00326.01,CANDIDATE,8.97349999,0.56,3.1408,935.1,2262,6178.9,44.1,4751,2.52,-0.2,11.536,1.606,286.65604,46.783543,0
408,9880467,K00326.02,CANDIDATE,108.546946,0.055,7.567,711.3,985,222.7,15.3,4751,2.52,-0.2,11.536,1.606,286.65604,46.783543,0
409,9881662,K00327.01,CONFIRMED,3.254277742,0.303,2.9903,159.9,1301,675.56,58.6,5945,4.402,0.16,1.089,1.092,287.36948,46.768219,1
410,9881662,K00327.02,CONFIRMED,91.3514816,0.008,8.707,210,428,7.93,25.5,5945,4.402,0.16,1.089,1.092,287.36948,46.768219,1
411,9895004,K00328.01,FALSE POSITIVE,2.250826647,1.221,1.536,534.4,1489,1161.8,104.3,5779,4.308,-0.1,1.119,0.928,293.57629,46.775471,0
412,10031885,K00329.01,FALSE POSITIVE,8.58969597,1.197,8.471,245.1,882,143.02,45.9,6024,4.523,-0.26,0.9,0.985,298.81821,46.94035,0
413,11361646,K00330.01,CONFIRMED,7.97420583,0.128,5.3503,293.1,974,212.75,55.1,5973,4.386,0,1.081,1.036,296.85922,49.162048,1
414,11361646,K00330.02,CONFIRMED,1.88899036,0.011,3.486,59,1574,1449.92,18.2,5973,4.386,0,1.081,1.036,296.85922,49.162048,1
415,10285631,K00331.01,CONFIRMED,18.68405716,0.858,6.9329,381.5,832,113.34,54.2,5548,4.038,0.18,1.614,1.038,296.18344,47.358761,1
416,10285631,K00331.02,CANDIDATE,10.52286678,1.12,1.911,130.2,1008,243.72,10.1,5548,4.038,0.18,1.614,1.038,296.18344,47.358761,0
417,10290666,K00332.01,CONFIRMED,5.45849914,0.65,4.0448,255.9,1099,344.32,72,5914,4.396,0.46,1.135,1.172,297.65094,47.39629,1
418,10290666,K00332.02,CANDIDATE,6.86674226,0.405,4.216,47.2,1018,254.1,12.3,5914,4.396,0.46,1.135,1.172,297.65094,47.39629,0
419,10337258,K00333.01,CONFIRMED,13.28536452,0.774,6.283,377.6,1157,423.65,26.8,6534,3.973,-0.26,1.9,1.238,290.95792,47.406281,1
420,10383687,K00334.01,FALSE POSITIVE,8.4879444,0.752,3.224,119.3,969,208.99,19.5,6134,4.396,-0.28,1.039,0.98,280.88184,47.564243,0
421,10470206,K00335.01,FALSE POSITIVE,46.56675437,0.87,7.831,801.1,708,59.34,111.3,6629,4.132,-0.18,1.619,1.302,291.81857,47.675282,0
422,10518725,K00336.01,FALSE POSITIVE,19.5148412,0.742,3.096,102.7,1200,489.75,13.1,7004,3.854,-0.06,2.556,1.7,283.91089,47.787048,0
423,10545066,K00337.01,CONFIRMED,19.7830259,0.015,5.4898,373.2,708,59.39,41.8,5747,4.335,0,1.099,0.953,295.68481,47.748081,1
424,10552611,K00338.01,CONFIRMED,7.0106324,0.683,3.0688,327.3,738,70.32,48.7,4908,4.567,0.22,0.782,0.824,297.97089,47.731682,1
425,10552611,K00338.02,CONFIRMED,3.10762684,0.7,2.361,77.2,968,207.72,15.6,4908,4.567,0.22,0.782,0.824,297.97089,47.731682,1
426,10587105,K00339.01,CONFIRMED,1.980356674,0.713,2.4743,271.9,1662,1808.41,71.9,6078,4.29,-0.16,1.189,1.005,285.88837,47.880379,1
427,10587105,K00339.02,CONFIRMED,12.8344771,0.956,3.846,281,891,149.42,35,6078,4.29,-0.16,1.189,1.005,285.88837,47.880379,1
428,10587105,K00339.03,CONFIRMED,35.8656484,0.963,8.035,250.9,633,37.92,26.2,6078,4.29,-0.16,1.189,1.005,285.88837,47.880379,1
429,10616571,K00340.01,FALSE POSITIVE,23.6731242,0.21,14.3948,23112.9,676,49.42,842.3,5769,4.338,0.38,1.177,1.1,297.66467,47.801392,0
430,10878263,K00341.01,CONFIRMED,7.170710381,0.188,2.9225,863.3,890,148.09,89.3,5497,4.437,0.02,0.941,0.884,297.96155,48.244362,1
431,10878263,K00341.02,CONFIRMED,4.699652821,0.135,2.553,351.4,1024,260.54,41.6,5497,4.437,0.02,0.941,0.884,297.96155,48.244362,1
432,10982872,K00343.01,CONFIRMED,4.761705895,0.384,3.3061,497.1,1201,491.37,138.5,5794,4.263,0.07,1.225,1.004,295.1189,48.481281,1
433,10982872,K00343.02,CONFIRMED,2.024143568,0.513,2.5273,239.4,1597,1535.09,88.4,5794,4.263,0.07,1.225,1.004,295.1189,48.481281,1
434,10982872,K00343.03,CONFIRMED,41.8085031,0.011,7.797,190.4,582,27.15,27.3,5794,4.263,0.07,1.225,1.004,295.1189,48.481281,1
435,11015108,K00344.01,CONFIRMED,39.30944096,0.028,5.77,1132.1,488,13.46,122.9,5607,4.536,-0.04,0.863,0.932,283.34027,48.549042,1
436,11074541,K00345.01,CONFIRMED,29.88487723,0.658,4.5612,1275.7,453,9.95,128.3,4883,4.549,-0.08,0.749,0.725,286.52481,48.683601,1
437,11100383,K00346.01,CONFIRMED,12.92489803,0.768,2.6811,959,620,34.95,49.5,5103,4.584,0,0.768,0.825,298.66092,48.606369,1
438,11189127,K00347.01,CANDIDATE,2.671942657,0.982,1.9119,15942,1458,1069.47,97.5,6116,4.335,-0.56,1.055,0.876,291.15738,48.861145,0
439,11194032,K00348.01,CONFIRMED,28.51117639,0.77,4.5941,1844.6,423,7.55,145.5,4687,4.627,0,0.69,0.748,293.68573,48.825142,1
440,11394027,K00349.01,CONFIRMED,14.38682567,0.021,2.1417,569.6,776,85.46,61.7,5725,4.353,0,1.072,0.944,286.85266,49.261681,1
441,11395587,K00350.01,CANDIDATE,12.99065074,0.068,2.3748,392.3,790,92.12,42.5,5787,4.402,0,1.027,0.971,287.86142,49.264462,0
442,11442793,K00351.01,CONFIRMED,331.5972732,0.02,14.404,8322.1,294,1.76,355,5970,4.317,0.1,1.2,1.089,284.4335,49.305161,1
443,11442793,K00351.02,CONFIRMED,210.6013843,0.002,11.9922,4159.3,342,3.22,232.4,5970,4.317,0.1,1.2,1.089,284.4335,49.305161,1
444,11442793,K00351.03,CONFIRMED,59.7371443,0.005,8.0006,566.4,520,17.26,43.5,5970,4.317,0.1,1.2,1.089,284.4335,49.305161,1
445,11442793,K00351.04,CONFIRMED,91.9401253,0.025,9.195,482.9,450,9.71,34.4,5970,4.317,0.1,1.2,1.089,284.4335,49.305161,1
446,11442793,K00351.05,CONFIRMED,8.71980135,0.343,3.7454,160.4,987,224.47,22.7,5970,4.317,0.1,1.2,1.089,284.4335,49.305161,1
447,11442793,K00351.06,CONFIRMED,7.00821787,0.156,3.812,116.4,1062,300.58,19.2,5970,4.317,0.1,1.2,1.089,284.4335,49.305161,1
448,11442793,K00351.07,CONFIRMED,124.922516,0.943,11.942,498.7,407,6.45,24.4,5970,4.317,0.1,1.2,1.089,284.4335,49.305161,1
449,11521793,K00352.01,CONFIRMED,27.08239734,0.915,5.0119,423.2,703,57.77,40.9,5857,4.204,-0.04,1.305,0.993,298.06769,49.412601,1
450,11521793,K00352.02,CONFIRMED,16.00747237,0.975,1.267,277.6,838,116.46,14.7,5857,4.204,-0.04,1.305,0.993,298.06769,49.412601,1
451,11566064,K00353.01,CANDIDATE,152.1060435,0.878,7.4517,3688.3,458,10.36,116.3,6200,4.072,-0.06,1.64,1.158,295.21268,49.56218,0
452,11566064,K00353.02,CONFIRMED,30.6528935,0.682,4.99,269.7,780,87.69,17.4,6200,4.072,-0.06,1.64,1.158,295.21268,49.56218,1
453,11566064,K00353.03,CANDIDATE,11.1619384,0.739,5.195,124.4,1093,337.23,13.4,6200,4.072,-0.06,1.64,1.158,295.21268,49.56218,0
454,11568987,K00354.01,CONFIRMED,15.95995611,0.526,4.3149,523.2,721,63.95,70.9,5936,4.501,0.07,0.965,1.075,296.41855,49.5401,1
455,11568987,K00354.02,CONFIRMED,7.37867551,0.513,3.349,125.1,933,178.68,22.3,5936,4.501,0.07,0.965,1.075,296.41855,49.5401,1
456,11621223,K00355.01,CONFIRMED,4.903321801,0.016,2.8887,334.5,1247,570.65,84.5,6045,4.276,0.16,1.298,1.166,296.56662,49.696251,1
457,11624249,K00356.01,CONFIRMED,1.82708193,0.033,1.96401,1164.7,1877,2925.17,273.7,5311,3.864,-0.46,1.769,0.834,297.73639,49.63715,1
458,12017140,K00358.01,FALSE POSITIVE,22.84524104,0.617,5.3007,45676.5,762,79.78,3845.4,5926,4.187,-0.04,1.351,1.024,293.91489,50.46933,0
459,12106929,K00359.01,FALSE POSITIVE,5.93720557,0.976,4.882,371.4,894,150.81,59.9,5857,4.633,-0.88,0.712,0.802,289.1702,50.627621,0
460,12107021,K00360.01,FALSE POSITIVE,5.93719982,0.748,3.95,175.6,1059,297.14,37,6102,4.457,0,1.026,1.099,289.21481,50.650921,0
461,12404954,K00361.01,CONFIRMED,3.247548814,0.31,2.5146,209.7,1181,460.67,51.6,5703,4.498,0.36,0.975,1.091,289.88065,51.277081,1
462,1571511,K00362.01,FALSE POSITIVE,14.02245146,0.189,8.08619,20082.9,810,101.92,2707.7,6061,4.401,-0.14,1.05,1.012,290.99692,37.199219,0
463,2438070,K00363.01,FALSE POSITIVE,2.442945167,1.217,4.0145,677.9,1587,1499.89,102.8,5657,4.121,0.06,1.428,0.983,290.27777,37.78933,0
464,11623629,K00365.01,CONFIRMED,81.737872,0.02,6.6923,628.8,385,5.2,135.4,5559,4.502,-0.1,0.873,0.882,297.48691,49.623451,1
465,3545478,K00366.01,CANDIDATE,75.1122132,0.838,4.9458,3751.5,777,86.18,384,6201,3.616,0.21,3.354,1.694,291.66418,38.619255,0
466,4815520,K00367.01,CONFIRMED,31.57865122,0.04,2.12791,2125.4,570,24.94,324.3,5733,4.442,0.08,0.99,0.987,284.47217,39.911812,1
467,6603043,K00368.01,FALSE POSITIVE,110.3216727,0.715,13.3624,7296.6,761,79.11,2217.1,9244,4.159,0.07,2.025,2.158,290.85458,42.086922,0
468,7175184,K00369.01,CONFIRMED,5.88527364,0.622,1.9531,112.7,1253,583.47,27.4,6070,4.157,-0.08,1.431,1.072,281.91568,42.775509,1
469,7175184,K00369.02,CONFIRMED,10.10463142,0.571,2.369,114.6,1046,283.38,24.1,6070,4.157,-0.08,1.431,1.072,281.91568,42.775509,1
470,8494142,K00370.01,CONFIRMED,42.88247951,0.391,9.7471,408.9,709,59.6,112.2,6143,4.039,0.12,1.763,1.24,291.38776,44.52911,1
471,8494142,K00370.02,CONFIRMED,22.95062278,0.748,4.4814,129.8,873,137.23,32.9,6143,4.039,0.12,1.763,1.24,291.38776,44.52911,1
472,5652983,K00371.01,FALSE POSITIVE,498.391282,0.959,6.135,1590,339,3.11,49.7,5134,3.611,0.08,3.107,1.438,299.67615,40.856491,0
473,6471021,K00372.01,CONFIRMED,125.6291479,0.471,9.108,7841.6,388,5.35,150.4,5819,4.334,-0.02,1.111,0.972,299.12244,41.86676,1
474,7364176,K00373.01,CONFIRMED,135.1879934,0.023,8.8191,663.4,345,3.33,85.8,5731,4.451,-0.32,0.906,0.846,292.23492,42.909458,1
475,8686097,K00374.01,CONFIRMED,172.7046083,0.004,11.347,659.1,355,3.77,92.9,5851,4.302,-0.22,1.116,0.91,290.62524,44.873959,1
476,12643589,K00376.01,FALSE POSITIVE,44.14599042,1.902,3.4015,4467.8,624,35.87,99.6,6692,4.383,-0.28,1.152,1.176,288.32147,51.726601,0
477,12643589,K00376.02,FALSE POSITIVE,1.411627439,0.853,1.0814,515.2,1966,3523.63,53.1,6692,4.383,-0.28,1.152,1.176,288.32147,51.726601,0
478,3323887,K00377.01,CONFIRMED,19.27082584,0.169,4.1281,6660.5,661,45.05,577.1,5779,4.491,0.12,0.956,1.034,285.57397,38.400902,1
479,2449074,K00378.01,FALSE POSITIVE,4.94402197,1.157,4.062,363.3,1419,958.29,33,6013,4.035,0.02,1.7,1.141,292.6933,37.705513,0
480,2446113,K00379.01,FALSE POSITIVE,6.71725648,0.163,2.5207,272.7,1264,603.71,49.1,6078,4.094,0.14,1.683,1.285,292.05676,37.776192,0
481,2446113,K00379.02,CANDIDATE,23.1375919,0.429,3.35,114,837,115.86,12.9,6078,4.094,0.14,1.683,1.285,292.05676,37.776192,0
482,2452450,K00380.01,FALSE POSITIVE,8.0970583,0.959,5.699,680.7,1203,495.31,76.4,6573,4.2,-0.2,1.455,1.23,293.44879,37.722641,0
483,3230578,K00381.01,FALSE POSITIVE,6.337614357,0.972,1.742,1807.4,1351,787.89,132.7,6581,4.138,-0.34,1.536,1.185,290.20364,38.374931,0
484,3231137,K00382.01,FALSE POSITIVE,3.900140077,1.205,3.77,543.1,1253,582.32,53.6,6407,4.48,-0.52,0.955,1.006,290.34735,38.377899,0
485,3353050,K00384.01,CONFIRMED,5.0800579,0.636,5.207,222.8,1673,1851.94,56.7,6049,3.769,-0.04,2.52,1.359,294.14966,38.458271,1
486,3446746,K00385.01,CONFIRMED,13.14496741,0.591,3.6399,300.8,698,56.15,44.1,5411,4.477,0,0.888,0.862,292.21509,38.548592,1
487,3656121,K00386.01,CONFIRMED,31.1588249,0.029,5.1803,959,639,39.46,73.6,5951,4.319,-0.02,1.155,1.015,294.11075,38.710232,1
488,3656121,K00386.02,CONFIRMED,76.7324556,0.462,6.243,685.7,473,11.86,34.3,5951,4.319,-0.02,1.155,1.015,294.11075,38.710232,1
489,3733628,K00387.01,CONFIRMED,13.89963233,0.777,3.5791,1121.7,521,17.37,98.2,4538,4.607,-0.2,0.663,0.65,287.21872,38.862522,1
490,3831053,K00388.01,CONFIRMED,6.14955931,0.368,5.5694,333.7,1287,649.26,87.3,5687,3.973,0.04,1.775,1.08,284.70691,38.936821,1
491,3847708,K00389.01,FALSE POSITIVE,3.741231778,0.25,2.469,419,951,193.55,66.6,5206,4.598,-0.04,0.767,0.861,290.70102,38.954681,0
492,3849155,K00390.01,FALSE POSITIVE,1.168310132,0.107,1.31,283.3,1577,1469.16,64.7,5509,4.487,-0.22,0.857,0.821,291.12799,38.914688,0
493,3858804,K00391.01,FALSE POSITIVE,25.9525478,1.228,21.328,478.4,865,132.4,57,5211,3.715,0.2,2.721,1.401,293.67245,38.985699,0
494,3942670,K00392.01,CONFIRMED,33.4160553,0.947,8.605,275.8,689,53.18,29.3,6007,4.178,0.07,1.42,1.108,287.97577,39.087181,1
495,3942670,K00392.02,CONFIRMED,12.6119685,0.709,6.372,76.5,953,194.9,12.2,6007,4.178,0.07,1.42,1.108,287.97577,39.087181,1
496,3964109,K00393.01,CONFIRMED,21.41624083,0.081,7.081,314.5,748,74.2,42.7,6156,4.331,0,1.18,1.085,294.02911,39.051849,1
497,4159347,K00394.01,FALSE POSITIVE,12.28351275,1.224,3.634,597.8,1342,765.56,23.4,6171,3.668,-0.52,2.759,1.291,292.03107,39.24548,0
498,4165960,K00395.01,FALSE POSITIVE,6.77449545,1.178,2.5416,481.9,1219,521.03,41.9,6517,4.265,-0.1,1.342,1.212,293.57086,39.25264,0
499,4252322,K00396.01,CANDIDATE,14.59150445,1.21,1.1295,1490.5,879,140.82,68,5940,4.199,-0.12,1.312,0.993,288.75781,39.350571,0
500,4376644,K00397.01,FALSE POSITIVE,27.6776801,0.933,2.1704,11545,618,34.55,431.6,6075,4.486,-0.12,0.969,1.048,294.5123,39.462139,0
501,9946525,K00398.01,CONFIRMED,51.84688984,0.681,4.7769,9636.3,413,6.9,257.2,5227,4.535,0.14,0.838,0.876,289.78622,46.858791,1
502,9946525,K00398.02,CONFIRMED,4.180048081,0.047,2.4479,1765.6,957,197.81,124.3,5227,4.535,0.14,0.838,0.876,289.78622,46.858791,1
503,9946525,K00398.03,CONFIRMED,1.729367077,0.278,1.7442,484.4,1284,643.54,44.7,5227,4.535,0.14,0.838,0.876,289.78622,46.858791,1
504,7289157,K00399.01,FALSE POSITIVE,5.26640614,0.869,3.6163,59294,1163,431.87,339.9,5916,4.296,-0.06,1.175,0.995,293.96606,42.837269,0
505,2695110,K00400.01,FALSE POSITIVE,44.18938922,1.03,6.8151,4293.5,537,19.73,102,6061,4.438,-0.36,0.968,0.939,286.5242,37.985432,0
506,3217264,K00401.01,CONFIRMED,29.19899219,0.043,5.1227,2047.2,540,20.05,171,5376,4.462,0.28,0.94,0.934,285.85367,38.384121,1
507,3217264,K00401.02,CONFIRMED,160.0191598,0.852,5.472,1552.8,306,2.08,49.6,5376,4.462,0.28,0.94,0.934,285.85367,38.384121,1
508,3217264,K00401.03,CONFIRMED,55.3291399,0.209,6.918,325.7,436,8.55,21.8,5376,4.462,0.28,0.94,0.934,285.85367,38.384121,1
509,3342592,K00402.01,FALSE POSITIVE,17.17732821,0.267,7.6702,24419.2,720,63.7,1357.5,6032,4.485,-0.06,0.973,1.055,291.5563,38.446289,0
510,4247092,K00403.01,FALSE POSITIVE,21.05647572,0.938,1.238,1293.6,732,67.74,52.1,6156,4.381,0,1.118,1.092,286.87967,39.378391,0
511,4949751,K00404.01,FALSE POSITIVE,31.80514278,1.289,7.6213,4675.3,553,22.05,161.3,5931,4.545,-0.28,0.863,0.953,298.04453,40.086361,0
512,5003117,K00405.01,FALSE POSITIVE,37.60936976,0.671,6.8615,27590.8,508,15.8,971.1,5600,4.483,-0.1,0.896,0.889,289.36136,40.128819,0
513,5035972,K00406.01,FALSE POSITIVE,49.26678528,8.364,5.5692,8494,538,19.79,309,5988,4.382,0.26,1.143,1.152,297.77219,40.15506,0
514,5218441,K00407.01,FALSE POSITIVE,3.613757526,0.812,5.9128,4872.2,1182,461.67,591.2,5986,4.498,-0.32,0.906,0.942,299.07513,40.35833,0
515,5351250,K00408.01,CONFIRMED,7.381980206,0.096,3.1152,1433.8,876,138.88,101.6,5559,4.47,-0.02,0.914,0.899,288.2341,40.520901,1
516,5351250,K00408.02,CONFIRMED,12.56096618,0.022,3.7647,923.1,734,68.49,55.1,5559,4.47,-0.02,0.914,0.899,288.2341,40.520901,1
517,5351250,K00408.03,CONFIRMED,30.8261043,0.943,5.914,742.2,544,20.68,32.3,5559,4.47,-0.02,0.914,0.899,288.2341,40.520901,1
518,5351250,K00408.04,CONFIRMED,3.42806306,0.082,2.417,178.4,1131,386.14,16.6,5559,4.47,-0.02,0.914,0.899,288.2341,40.520901,1
519,5351250,K00408.05,FALSE POSITIVE,93.803766,0.63,2.946,460.1,375,4.69,8.6,5559,4.47,-0.02,0.914,0.899,288.2341,40.520901,0
520,5444548,K00409.01,CONFIRMED,13.24931848,0.62,4.4859,647.6,806,99.54,87.8,5799,4.361,0,1.078,0.972,290.56631,40.692039,1
521,5449777,K00410.01,FALSE POSITIVE,7.216951388,1.283,1.89082,4284.5,1055,292.7,312.2,6266,4.38,-0.4,1.056,0.974,292.24802,40.696049,0
522,5478055,K00411.01,FALSE POSITIVE,15.85238672,1.262,5.179,928.5,775,85.35,36.5,5903,4.322,-0.68,1.005,0.772,299.00867,40.662231,0
523,5683743,K00412.01,CONFIRMED,4.147021189,0.255,2.8997,3680.7,1258,590.84,421.2,5818,4.266,-0.02,1.205,0.977,283.2576,40.990501,1
524,5791986,K00413.01,CONFIRMED,15.22895514,0.777,2.5967,1124.8,639,39.4,63.8,5456,4.562,-0.1,0.812,0.878,292.16278,41.023239,1
525,5791986,K00413.02,CONFIRMED,24.67458244,0.817,3.2648,650.6,544,20.71,31.9,5456,4.562,-0.1,0.812,0.878,292.16278,41.023239,1
526,5872150,K00414.01,FALSE POSITIVE,20.35509657,0.503,5.33265,25079.5,720,63.6,1703.2,6081,4.404,0,1.077,1.072,290.42538,41.139149,0
527,5872150,K00414.02,FALSE POSITIVE,5.92240377,0.949,3.691,413.4,1087,329.86,44.4,6081,4.404,0,1.077,1.072,290.42538,41.139149,0
528,6289650,K00415.01,CANDIDATE,166.7876551,0.041,5.8676,4764.2,334,2.93,183.8,5663,4.377,0,1.031,0.923,293.30606,41.606369,0
529,6508221,K00416.01,CONFIRMED,18.20795835,0.64,3.7965,1596.9,551,21.86,157.3,5176,4.612,-0.18,0.738,0.826,286.86548,41.989079,1
530,6508221,K00416.02,CONFIRMED,88.2553729,0.886,4.539,1132.2,326,2.67,54.2,5176,4.612,-0.18,0.738,0.826,286.86548,41.989079,1
531,6508221,K00416.03,CANDIDATE,9.74765878,0.658,2.62,102,679,50.3,11.6,5176,4.612,-0.18,0.738,0.826,286.86548,41.989079,0
532,6879865,K00417.01,FALSE POSITIVE,19.19310355,0.98,2.5425,6807.3,656,43.77,258.5,5883,4.53,-0.14,0.892,0.985,296.24954,42.33548,0
533,7975727,K00418.01,FALSE POSITIVE,22.41831984,0.8,5.349,11929.1,563,23.8,944.4,5324,4.491,-0.3,0.813,0.746,296.89938,43.707218,0
534,8219673,K00419.01,FALSE POSITIVE,20.13147772,1.279,3.2806,8243.2,670,47.49,427.5,6003,4.507,-0.14,0.932,1.019,285.89124,44.181728,0
535,8352537,K00420.01,CONFIRMED,6.010383339,0.436,2.1939,2652.1,768,82.31,276.1,4882,4.558,-0.12,0.738,0.718,286.11868,44.34528,1
536,9115800,K00421.01,CONFIRMED,4.454194254,0.479,2.3061,16041.5,1017,252.22,1022.2,5359,4.425,-0.06,0.915,0.812,299.90591,45.439678,1
537,9214713,K00422.01,FALSE POSITIVE,809.0141881,0.717,8.3017,16311.3,216,0.51,212.9,6230,4.397,-0.3,1.047,0.993,290.38983,45.665329,0
538,9478990,K00423.01,CONFIRMED,21.0871953,0.065,5.92691,8894.7,873,137.06,556.2,6266,4.101,-0.28,1.522,1.066,296.96027,46.034302,1
539,9597411,K00424.01,FALSE POSITIVE,1.575631524,1.065,2.59202,25626.6,1577,1464.43,465.4,6202,4.537,-0.62,0.858,0.923,295.43478,46.203129,0
