loc_rowid,kepid,kepoi_name,koi_disposition,koi_period,koi_impact,koi_duration,koi_depth,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,ra,dec,label
540,9967884,K00425.01,FALSE POSITIVE,5.428344915,0.911,1.8931,13756,1033,269.19,140.2,5936,4.501,0.07,0.965,1.075,297.97424,46.804562,0
541,10016874,K00426.01,CANDIDATE,16.30141333,0.786,3.5764,942.3,805,99.08,62.4,6072,4.328,-0.14,1.138,1.004,294.02298,46.99955,0
542,10189546,K00427.01,CONFIRMED,24.61480613,0.435,2.6602,1798,586,27.93,68.4,5312,4.384,0.16,0.986,0.859,283.0228,47.261131,1
543,10189546,K00427.02,CONFIRMED,42.949522,0.013,5.4154,959.1,487,13.29,40.7,5312,4.384,0.16,0.986,0.859,283.0228,47.261131,1
544,10189546,K00427.03,CONFIRMED,117.033521,0.188,6.822,770.4,349,3.49,21.9,5312,4.384,0.16,0.986,0.859,283.0228,47.261131,1
545,10418224,K00428.01,CONFIRMED,6.8731664,0.055,6.8569,3753.8,1482,1140.56,535.5,6490,3.942,0.08,2.179,1.516,296.81369,47.526611,1
546,10616679,K00429.01,CONFIRMED,8.600099313,0.048,4.0077,2791.6,760,78.72,209.2,5246,4.501,-0.24,0.805,0.748,297.70023,47.86375,1
547,10717241,K00430.01,CONFIRMED,12.37646897,0.468,2.7075,1709,483,12.87,81.2,4200,4.664,-0.12,0.607,0.622,285.48505,48.054321,1
548,10717241,K00430.02,CANDIDATE,9.340538,0.074,2.57,200.8,530,18.69,11.1,4200,4.664,-0.12,0.607,0.622,285.48505,48.054321,0
549,10843590,K00431.01,CONFIRMED,18.87022157,0.013,3.1404,1096.6,621,35.13,72.7,5402,4.452,-0.24,0.865,0.774,282.46051,48.257118,1
550,10843590,K00431.02,CONFIRMED,46.9026431,0.645,3.9264,821.3,458,10.44,40.6,5402,4.452,-0.24,0.865,0.774,282.46051,48.257118,1
551,10858832,K00432.01,CONFIRMED,5.263415218,0.853,2.1446,1030.7,1103,349.4,117,6099,4.456,0.02,1.028,1.098,290.74768,48.242008,1
552,10937029,K00433.01,CONFIRMED,4.030466786,0.033,2.7734,2908.3,970,209.11,227.4,5234,4.542,0.3,0.854,0.927,298.55084,48.332451,1
553,10937029,K00433.02,CONFIRMED,328.240201,0.75,12.2726,13888.6,224,0.59,287.6,5234,4.542,0.3,0.854,0.927,298.55084,48.332451,1
554,11656302,K00434.01,FALSE POSITIVE,22.26480657,0.75,8.7941,19372.6,585,27.79,873.4,5681,4.566,-0.26,0.813,0.888,288.6925,49.72353,0
555,11709124,K00435.01,CONFIRMED,20.5498184,0.649,5.5484,1564.3,657,44.11,123.1,5688,4.415,-0.12,0.971,0.895,289.78052,49.89653,1
556,11709124,K00435.03,CONFIRMED,33.0405509,0.431,3.3613,577.4,561,23.4,27.5,5688,4.415,-0.12,0.971,0.895,289.78052,49.89653,1
557,11709124,K00435.04,CONFIRMED,3.93276627,0.37,2.9403,234.9,1140,399.84,30.7,5688,4.415,-0.12,0.971,0.895,289.78052,49.89653,1
558,11709124,K00435.05,CONFIRMED,62.3026877,0.712,7.509,859.3,454,10.05,45,5688,4.415,-0.12,0.971,0.895,289.78052,49.89653,1
559,11709124,K00435.06,CONFIRMED,9.91937693,0.163,4.326,186.7,838,116.43,18.8,5688,4.415,-0.12,0.971,0.895,289.78052,49.89653,1
560,11805075,K00436.01,CANDIDATE,199.8392053,0.811,4.378,44490,276,1.36,590.6,5457,4.548,0.2,0.869,0.974,286.65689,50.021568,0
561,11824222,K00437.01,FALSE POSITIVE,15.84132627,0.891,1.8215,31083,575,25.77,135.8,5119,4.575,-0.5,0.702,0.675,296.61859,50.022011,0
562,12302530,K00438.01,CONFIRMED,5.931196562,0.886,2.4999,1007.4,562,23.5,90.5,3984,4.72,-0.22,0.539,0.557,288.49582,51.08194,1
563,12302530,K00438.02,CONFIRMED,52.6615266,0.682,3.1592,1078.1,271,1.28,38.4,3984,4.72,-0.22,0.539,0.557,288.49582,51.08194,1
564,12470954,K00439.01,CONFIRMED,1.902208647,0.116,2.19877,2343.5,1346,778.26,363.2,5400,4.463,0.24,0.937,0.931,296.40686,51.35815,1
565,2438264,K00440.01,CONFIRMED,15.90688891,0.014,3.9879,924.7,588,28.32,75,5097,4.554,0.08,0.797,0.829,290.29651,37.749489,1
566,2438264,K00440.02,CONFIRMED,4.973455252,0.817,1.6519,741.6,867,133.55,65.4,5097,4.554,0.08,0.797,0.829,290.29651,37.749489,1
567,3340312,K00441.01,FALSE POSITIVE,30.5528972,1.216,5.269,865.2,670,47.63,35.6,6284,4.349,-0.14,1.138,1.051,290.96353,38.472542,0
568,3745690,K00442.01,CONFIRMED,13.54057461,0.18,4.4673,461,779,87.1,53.3,5767,4.389,-0.12,1.014,0.918,291.09723,38.87561,1
569,3745690,K00442.02,CONFIRMED,1.732346403,0.184,2.2139,182.4,1546,1345.92,41.2,5767,4.389,-0.12,1.014,0.918,291.09723,38.87561,1
570,3745690,K00442.03,CONFIRMED,7.0257409,0.812,2.245,190.7,969,208.92,21.2,5767,4.389,-0.12,1.014,0.918,291.09723,38.87561,1
571,3833007,K00443.01,CONFIRMED,16.21774917,0.336,4.9274,758.3,664,45.87,80.3,5837,4.577,-0.44,0.798,0.887,285.51685,38.9324,1
572,3847138,K00444.01,CONFIRMED,11.72291212,0.012,4.2064,492.2,766,81.46,58.8,5550,4.431,0,0.953,0.894,290.52942,38.942661,1
573,4633570,K00446.01,CONFIRMED,16.70920628,0.855,2.7052,839.8,500,14.73,40.4,4621,4.605,-0.24,0.668,0.656,284.03223,39.78133,1
574,4633570,K00446.02,CONFIRMED,28.55158187,0.623,4.1502,807.8,418,7.21,36,4621,4.605,-0.24,0.668,0.656,284.03223,39.78133,1
575,5021176,K00447.01,FALSE POSITIVE,4.045057186,1.292,2.9954,752.7,1126,381.17,62.2,5906,4.473,-0.58,0.87,0.821,294.58817,40.165051,0
576,5640085,K00448.01,CONFIRMED,10.13958818,0.078,2.6446,1155.9,447,9.41,40.3,3893,4.758,-0.28,0.5,0.521,297.07016,40.86879,1
577,5640085,K00448.02,CONFIRMED,43.5859419,0.011,4.6814,1708.7,275,1.35,38.9,3893,4.758,-0.28,0.5,0.521,297.07016,40.86879,1
578,5779852,K00449.01,FALSE POSITIVE,252.0792347,1.283,3.9808,5582.6,318,2.42,104.1,6348,4.434,-0.38,1.014,1.016,288.19809,41.09417,0
579,6042214,K00450.01,FALSE POSITIVE,27.04627886,0.962,2.666,900.8,636,38.62,48.8,6332,4.516,-0.5,0.915,1.001,291.75223,41.311241,0
580,6200715,K00451.01,FALSE POSITIVE,3.723560726,0.954,3.435,540,1401,910.65,58.9,6535,4.373,-0.1,1.181,1.202,290.41916,41.525372,0
581,6291033,K00452.01,CONFIRMED,3.705991661,0.623,5.1658,501.4,1281,637.42,100.3,6187,4.409,-0.26,1.034,0.997,293.70847,41.615131,1
582,6758917,K00453.01,FALSE POSITIVE,2.236100588,1.427,1.8643,27241,1255,586.38,43,5708,4.578,-0.34,0.795,0.883,285.11969,42.299129,0
583,7098355,K00454.01,CONFIRMED,29.00789166,0.761,5.0274,906.3,498,14.59,44.1,5295,4.566,-0.02,0.801,0.861,284.65787,42.652679,1
584,7101828,K00455.01,FALSE POSITIVE,47.878243,1.076,4.066,910,317,2.38,30.9,4254,4.634,-0.16,0.624,0.612,286.2406,42.670231,0
585,7269974,K00456.01,CONFIRMED,13.69942266,0.03,4.3409,1292.9,771,83.6,120,5541,4.332,0.14,1.089,0.929,287.77356,42.869282,1
586,7269974,K00456.02,CONFIRMED,4.309381978,0.034,2.8977,310.7,1134,390.76,42.3,5541,4.332,0.14,1.089,0.929,287.77356,42.869282,1
587,7440748,K00457.01,CONFIRMED,4.9213639,0.026,1.8806,761.3,868,134.02,77.7,5076,4.55,0.1,0.799,0.827,290.51648,43.08382,1
588,7440748,K00457.02,CONFIRMED,7.064252021,0.752,1.3867,728.9,769,82.76,52.5,5076,4.55,0.1,0.799,0.827,290.51648,43.08382,1
589,7504328,K00458.01,CANDIDATE,53.71798494,0.93,4.104,3153.5,1550,1363.11,103,4959,2.332,0.07,21.449,3.601,282.88269,43.191952,0
590,7977197,K00459.01,CONFIRMED,19.44639139,0.813,3.6227,926,681,50.73,82.4,5815,4.421,-0.3,0.954,0.875,297.2789,43.724018,1
591,7977197,K00459.02,CONFIRMED,6.91986988,0.819,3.4253,170.1,961,201.41,25.6,5815,4.421,-0.3,0.954,0.875,297.2789,43.724018,1
592,8043638,K00460.01,CONFIRMED,17.58751692,0.106,4.3773,1377.8,706,58.6,109.4,5433,4.302,0.16,1.107,0.896,296.63684,43.802792,1
593,8621348,K00461.01,FALSE POSITIVE,11.34436822,1.183,5.558,586.3,703,57.67,52.2,5594,4.602,-0.42,0.752,0.841,290.53214,44.77512,0
594,8773869,K00462.01,FALSE POSITIVE,1.576341127,0.01,3.1232,335.1,1797,2460.7,88.7,5087,3.967,0.16,1.666,0.937,298.42087,44.950802,0
595,8845205,K00463.01,CONFIRMED,18.47762694,0.712,1.94,2604.6,267,1.21,75.7,3395,4.97,-0.12,0.283,0.271,300.20609,45.018139,1
596,8890783,K00464.01,CONFIRMED,58.36205791,0.402,6.3363,5374.7,446,9.33,286.6,5592,4.467,0.16,0.953,0.973,293.7471,45.10722,1
597,8890783,K00464.02,CONFIRMED,5.350156114,0.008,2.2647,764.8,989,226.02,87.1,5592,4.467,0.16,0.953,0.973,293.7471,45.10722,1
598,9008220,K00466.01,FALSE POSITIVE,9.391039263,0.964,2.8386,2895.6,1068,308.13,141,5944,4.132,0.1,1.498,1.11,286.15198,45.332561,0
599,9583881,K00467.01,CONFIRMED,18.00932214,0.55,4.9611,3004.4,658,44.29,245.2,5815,4.54,-0.12,0.877,0.973,290.11963,46.273811,1
600,9589524,K00468.01,CONFIRMED,22.18431824,0.032,3.0397,1593,546,21.06,87.6,5157,4.5,-0.08,0.818,0.771,292.44626,46.289768,1
601,9703198,K00469.01,CANDIDATE,10.32906563,0.923,1.44,2309.8,908,160.44,114.8,6228,4.441,-0.08,1.049,1.107,288.63785,46.421471,0
602,9844088,K00470.01,CONFIRMED,3.750832927,0.001,1.9457,2397.9,1129,383.77,212.5,5776,4.512,0.21,0.95,1.068,296.83838,46.6264,1
603,10019643,K00471.01,CONFIRMED,21.34736612,0.885,4.184,630.5,648,41.65,53.1,5395,4.324,0.16,1.071,0.882,295.00281,46.987331,1
604,10019643,K00471.02,CONFIRMED,7.81100952,0.816,3.231,126.7,906,159.24,15.8,5395,4.324,0.16,1.071,0.882,295.00281,46.987331,1
605,10123064,K00472.01,CONFIRMED,4.243748097,0.032,3.3603,1409.7,1063,301.46,139.8,5873,4.554,-0.3,0.843,0.93,283.61795,47.196678,1
606,10155434,K00473.01,CONFIRMED,12.70636123,0.793,2.395,871.7,697,55.86,54,5573,4.562,-0.04,0.839,0.939,296.80865,47.17194,1
607,10460984,K00474.01,CONFIRMED,10.94577783,0.819,3.0937,532.8,881,142.23,52.5,5888,4.342,-0.1,1.097,0.966,287.78085,47.62991,1
608,10460984,K00474.02,CONFIRMED,28.9869016,0.842,3.6233,471.6,637,38.82,31.5,5888,4.342,-0.1,1.097,0.966,287.78085,47.62991,1
609,10460984,K00474.03,CONFIRMED,94.886902,0.982,6.923,641.7,429,7.99,25.5,5888,4.342,-0.1,1.097,0.966,287.78085,47.62991,1
610,10460984,K00474.04,CONFIRMED,5.03505665,0.911,1.804,151.5,1141,401.23,16.6,5888,4.342,-0.1,1.097,0.966,287.78085,47.62991,1
611,10577994,K00475.01,CONFIRMED,8.1808949,0.521,2.7546,723.5,716,62.21,48.7,5081,4.596,0.12,0.77,0.864,280.69101,47.809738,1
612,10577994,K00475.02,CONFIRMED,15.31296388,0.607,3.0935,864.9,581,26.98,45.3,5081,4.596,0.12,0.77,0.864,280.69101,47.809738,1
613,10599206,K00476.01,CONFIRMED,18.42794957,0.727,2.9264,706.6,526,18.05,36,4768,4.536,0.18,0.779,0.759,291.5545,47.81448,1
614,10934674,K00477.01,CONFIRMED,16.54295261,0.329,3.8516,726,611,32.94,36.1,5215,4.518,0.28,0.867,0.904,297.67261,48.302311,1
615,10990886,K00478.01,CONFIRMED,11.0234748,0.724,1.4814,1795.5,429,8.04,77.2,3744,4.718,0.2,0.537,0.551,298.10571,48.40115,1
616,11015323,K00479.01,CONFIRMED,34.18884323,0.065,5.3278,1063.2,526,18.05,83.9,5515,4.453,0,0.925,0.888,283.50726,48.552601,1
617,11134879,K00480.01,CONFIRMED,4.30165843,0.547,2.1055,739.4,1009,244.48,88.3,5480,4.509,-0.04,0.865,0.881,290.43759,48.791882,1
618,11192998,K00481.01,CONFIRMED,7.650243513,0.014,2.752,981.4,772,83.86,98.8,5409,4.609,-0.3,0.746,0.835,293.16016,48.881191,1
619,11192998,K00481.02,CONFIRMED,1.55400389,0.016,1.7664,465.8,1313,704.5,82.1,5409,4.609,-0.3,0.746,0.835,293.16016,48.881191,1
620,11192998,K00481.03,CONFIRMED,34.25951418,0.008,4.7743,1072.5,468,11.36,66.1,5409,4.609,-0.3,0.746,0.835,293.16016,48.881191,1
621,11255761,K00482.01,FALSE POSITIVE,4.99270186,1.232,3.1008,557.4,1051,288.29,42.3,5724,4.429,-0.18,0.951,0.887,296.80893,48.965389,0
622,11497977,K00483.01,CONFIRMED,4.79860021,0.594,3.0384,817.4,978,216.54,88.1,5631,4.557,-0.06,0.847,0.946,286.55103,49.418739,1
623,12061222,K00484.01,CONFIRMED,17.20522898,0.012,3.6688,1080.6,553,22.05,75.7,5211,4.643,-0.4,0.689,0.766,291.2211,50.581299,1
624,12316431,K00485.01,FALSE POSITIVE,17.90766147,0.978,5.396,1089.3,731,67.59,78.4,6153,4.471,-0.14,0.993,1.065,296.10959,51.005501,0
625,12404305,K00486.01,CONFIRMED,22.18332255,0.024,5.1364,748.1,646,41.24,70.3,5565,4.361,0,1.03,0.889,289.52115,51.237309,1
626,12834874,K00487.01,CONFIRMED,7.65880048,0.017,3.0427,668.2,858,128.18,57.6,5657,4.508,-0.26,0.855,0.858,290.24704,52.149132,1
627,2557816,K00488.01,CONFIRMED,9.3789167,0.671,3.3427,563.5,803,98.22,42.6,5684,4.493,-0.66,0.808,0.741,286.9639,37.829708,1
628,2576197,K00489.01,FALSE POSITIVE,2.217038096,0.754,1.8575,543.7,1697,1956.29,49.5,6521,4.352,0.21,1.276,1.334,291.54099,37.816559,0
629,3239945,K00490.01,CONFIRMED,4.393157678,0.102,2.4455,447.2,807,99.9,63,4799,4.631,-0.02,0.692,0.776,292.65842,38.34539,1
630,3239945,K00490.02,CONFIRMED,1071.232624,0.216,16.1784,19045.6,129,0.07,544.2,4799,4.631,-0.02,0.692,0.776,292.65842,38.34539,1
631,3239945,K00490.03,CONFIRMED,7.40611676,0.077,2.8826,417.9,678,49.89,49.6,4799,4.631,-0.02,0.692,0.776,292.65842,38.34539,1
632,3239945,K00490.04,CONFIRMED,21.803708,0.568,3.369,246.4,473,11.82,18.5,4799,4.631,-0.02,0.692,0.776,292.65842,38.34539,1
633,3541800,K00491.01,FALSE POSITIVE,4.66229074,1.197,3.73,345.4,1166,437.35,29.8,6191,4.454,-0.1,1.025,1.088,290.62134,38.695499,0
634,3559935,K00492.01,CONFIRMED,29.9111886,0.041,6.6436,942,541,20.31,50.8,5275,4.397,0.18,0.969,0.855,295.18292,38.654228,1
635,3834360,K00493.01,FALSE POSITIVE,2.908453928,1.195,2.5363,427.5,1181,459.47,40.4,5786,4.558,-0.32,0.824,0.895,286.0705,38.975101,0
636,3966801,K00494.01,CONFIRMED,25.69581456,0.68,4.0251,1130.8,314,2.3,45.1,3787,4.775,-0.22,0.477,0.496,294.71194,39.073761,1
637,4049108,K00495.01,FALSE POSITIVE,4.804469031,0.979,3.4587,744.4,953,194.68,67.3,5470,4.528,-0.28,0.809,0.805,289.31018,39.132221,0
638,4454752,K00496.01,CONFIRMED,1.616883373,0.856,1.6325,437.3,1774,2342.49,43.9,4868,3.902,0.32,1.816,0.959,288.75494,39.563648,1
639,4757437,K00497.01,CONFIRMED,13.19322809,0.005,5.0036,585.7,862,130.35,50.9,5946,4.309,0.16,1.223,1.113,294.71017,39.8251,1
640,4757437,K00497.02,CONFIRMED,4.42535097,0.177,3.504,179,1240,559.22,22.1,5946,4.309,0.16,1.223,1.113,294.71017,39.8251,1
641,4847534,K00499.01,CONFIRMED,9.66857386,0.8,2.4656,411.7,730,67.06,36.9,5288,4.541,0.1,0.836,0.884,295.00204,39.95293,1
642,4852528,K00500.01,CONFIRMED,7.053527145,0.172,2.3982,1480.1,547,21.17,92.3,4041,4.697,-0.14,0.567,0.584,296.11258,39.978779,1
643,4852528,K00500.02,CONFIRMED,9.521644639,0.023,2.3569,1491.3,495,14.2,79.2,4041,4.697,-0.14,0.567,0.584,296.11258,39.978779,1
644,4852528,K00500.03,CONFIRMED,3.072146607,0.032,1.8732,539,722,64.09,44.9,4041,4.697,-0.14,0.567,0.584,296.11258,39.978779,1
645,4852528,K00500.04,CONFIRMED,4.645382149,0.154,2.0271,565.5,629,36.9,40.4,4041,4.697,-0.14,0.567,0.584,296.11258,39.978779,1
646,4852528,K00500.05,CONFIRMED,0.986785834,0.026,1.1879,450,1054,292.35,51.5,4041,4.697,-0.14,0.567,0.584,296.11258,39.978779,1
647,4951877,K00501.01,CANDIDATE,24.7962801,0.01,8.33,574.4,664,45.92,43.6,5770,4.333,0.16,1.141,1.02,298.47321,40.075871,0
648,5282051,K00502.01,FALSE POSITIVE,5.91037674,0.123,3.421,256.9,937,182.47,34.5,5515,4.443,-0.38,0.867,0.76,293.83701,40.41275,0
649,5340644,K00503.01,CONFIRMED,8.22241355,0.246,2.71,1468.6,558,22.86,67,4213,4.658,-0.1,0.615,0.626,283.49982,40.552799,1
650,5461440,K00504.01,CONFIRMED,40.606895,0.494,5.756,657.5,521,17.4,36.3,5538,4.384,0.14,1.027,0.93,295.4328,40.648239,1
651,5689351,K00505.01,CONFIRMED,13.76710058,0.806,2.9105,684.8,595,29.55,41.6,5001,4.582,0.04,0.76,0.806,285.99988,40.919319,1
652,5689351,K00505.02,CONFIRMED,6.1954595,0.647,2.952,296.4,776,85.77,27.1,5001,4.582,0.04,0.76,0.806,285.99988,40.919319,1
653,5689351,K00505.03,CONFIRMED,3.25058201,0.684,2.2537,218.4,962,202.09,24,5001,4.582,0.04,0.76,0.806,285.99988,40.919319,1
654,5689351,K00505.04,CONFIRMED,8.34819209,0.799,2.835,288.9,702,57.48,22.1,5001,4.582,0.04,0.76,0.806,285.99988,40.919319,1
655,5689351,K00505.05,CONFIRMED,87.0912594,0.845,7,1129.1,321,2.52,41.8,5001,4.582,0.04,0.76,0.806,285.99988,40.919319,1
656,5780715,K00506.01,CANDIDATE,1.583160478,0.897,1.1935,732.6,1619,1625.93,97.7,6063,4.476,0.07,1.012,1.117,288.50888,41.09589,0
657,5812960,K00507.01,CONFIRMED,18.49234792,0.034,3.4744,1655.5,603,31.27,61.4,5289,4.477,-0.18,0.838,0.769,297.50369,41.057018,1
658,6266741,K00508.01,CONFIRMED,7.930583519,0.559,3.6083,826.1,899,154.36,89.9,5674,4.446,0.48,1.032,1.086,284.52118,41.629601,1
659,6266741,K00508.02,CONFIRMED,16.6658994,0.429,4.1934,754.2,702,57.31,60.8,5674,4.446,0.48,1.032,1.086,284.52118,41.629601,1
660,6381846,K00509.01,CONFIRMED,4.16696628,0.022,2.7535,877.7,1053,291.34,80.1,5456,4.45,0.14,0.943,0.914,296.77191,41.755539,1
661,6381846,K00509.02,CONFIRMED,11.46347165,0.103,2.599,1048.6,752,75.57,56.5,5456,4.45,0.14,0.943,0.914,296.77191,41.755539,1
662,6381846,K00509.03,CONFIRMED,39.6034,0.166,6.487,572.7,497,14.47,25.8,5456,4.45,0.14,0.943,0.914,296.77191,41.755539,1
663,6422155,K00510.01,CONFIRMED,2.940304817,0.825,2.7226,472.4,1256,588.66,51.8,5527,4.376,0.26,1.054,0.964,283.36841,41.821861,1
664,6422155,K00510.02,CONFIRMED,6.38899658,0.876,3.5032,543.3,970,209.17,45.8,5527,4.376,0.26,1.054,0.964,283.36841,41.821861,1
665,6422155,K00510.03,CONFIRMED,14.62709685,0.945,4.097,396.4,736,69.31,22.7,5527,4.376,0.26,1.054,0.964,283.36841,41.821861,1
666,6422155,K00510.04,CONFIRMED,35.1184432,0.958,4.59,542.4,550,21.57,20.4,5527,4.376,0.26,1.054,0.964,283.36841,41.821861,1
667,6451936,K00511.01,CONFIRMED,8.00579096,0.092,3.0549,629.7,956,197.06,69.2,6032,4.395,-0.78,0.935,0.793,294.6467,41.884109,1
668,6451936,K00511.02,CONFIRMED,4.26374378,0.368,2.2725,182,1179,457.15,23.8,6032,4.395,-0.78,0.935,0.793,294.6467,41.884109,1
669,6838050,K00512.01,CONFIRMED,6.51003001,0.023,3.3095,602.8,1017,253.24,48.1,5638,4.327,0.32,1.153,1.029,282.11133,42.3545,1
670,6937692,K00513.01,CONFIRMED,35.18105723,0.772,7.545,987.7,664,45.89,63.1,6520,4.375,0.07,1.215,1.279,288.23059,42.41362,1
671,7602070,K00514.01,FALSE POSITIVE,11.75560012,1.228,4.7,648.8,716,62.19,46.3,5644,4.575,-0.24,0.806,0.9,290.02872,43.261089,0
672,7812179,K00515.01,FALSE POSITIVE,17.79421914,1.242,4.1918,1549.4,606,31.94,111.5,5485,4.574,-0.12,0.805,0.891,288.02509,43.544579,0
673,7840044,K00516.01,FALSE POSITIVE,13.54204116,0.722,3.334,338.7,794,93.98,26.4,5891,4.395,-0.2,1.015,0.934,297.27911,43.567871,0
674,8015907,K00517.01,CONFIRMED,2.752359689,0.436,2.0722,791.9,1178,455.43,115.7,5461,4.499,0.12,0.897,0.926,286.5285,43.873402,1
675,8017703,K00518.01,CONFIRMED,13.98177862,0.444,2.958,1018.4,553,22.1,95.6,4859,4.615,-0.52,0.651,0.636,287.43918,43.832088,1
676,8017703,K00518.02,CONFIRMED,44.0003975,0.032,5.1115,599.6,377,4.79,43.3,4859,4.615,-0.52,0.651,0.636,287.43918,43.832088,1
677,8017703,K00518.03,CONFIRMED,247.354914,0.044,8.677,1291.8,212,0.48,49,4859,4.615,-0.52,0.651,0.636,287.43918,43.832088,1
678,8022244,K00519.01,CONFIRMED,11.90352088,0.421,4.297,633,827,110.54,47.2,6063,4.47,-0.02,1.001,1.079,289.55328,43.876179,1
679,8022244,K00519.02,CONFIRMED,34.0350605,0.474,6.695,727.8,583,27.24,41.3,6063,4.47,-0.02,1.001,1.079,289.55328,43.876179,1
680,8037145,K00520.01,CONFIRMED,12.75934489,0.657,3.5889,882.1,633,37.95,70.4,4963,4.501,0.16,0.826,0.789,294.66797,43.85326,1
681,8037145,K00520.02,CONFIRMED,5.433132902,0.72,2.4012,328.2,841,118.56,33.1,4963,4.501,0.16,0.826,0.789,294.66797,43.85326,1
682,8037145,K00520.03,CONFIRMED,25.75274977,0.516,2.7678,738.9,501,14.88,36.7,4963,4.501,0.16,0.826,0.789,294.66797,43.85326,1
683,8037145,K00520.04,CONFIRMED,51.1658019,0.817,4.637,259.2,398,5.96,12.2,4963,4.501,0.16,0.826,0.789,294.66797,43.85326,1
684,8162789,K00521.01,CONFIRMED,10.16102353,0.716,3.1627,1653.9,904,157.97,111.1,6032,4.387,-0.14,1.06,0.999,290.73517,44.09132,1
685,8162789,K00521.02,CANDIDATE,10.8206034,0.592,2.848,116.7,885,145.06,7.3,6032,4.387,-0.14,1.06,0.999,290.73517,44.09132,0
686,8265218,K00522.01,CANDIDATE,12.82993461,0.594,2.942,1417.4,734,68.41,79.6,5862,4.555,-0.28,0.844,0.935,301.14789,44.104542,0
687,8806123,K00523.01,CONFIRMED,49.41121127,0.885,5.278,3184,497,14.48,125.4,5768,4.434,0.14,1.015,1.021,286.04712,45.053211,1
688,8806123,K00523.02,CONFIRMED,36.8567758,0.05,7.495,714.1,549,21.4,43.8,5768,4.434,0.14,1.015,1.021,286.04712,45.053211,1
689,8934495,K00524.01,CONFIRMED,4.592393816,0.02,2.2748,1027.7,924,172.6,105.9,5351,4.582,-0.04,0.796,0.89,283.54416,45.225552,1
690,9119458,K00525.01,FALSE POSITIVE,11.53029332,0.027,1.8385,1209.3,873,137.08,57.6,5770,4.289,-0.06,1.152,0.942,300.90778,45.45787,0
691,9157634,K00526.01,CONFIRMED,2.104721971,0.001,1.7547,905.5,1365,821.44,153.3,5703,4.498,0.36,0.975,1.091,293.05722,45.551189,1
692,9636569,K00527.01,FALSE POSITIVE,10.63624422,0.978,5.055,231.7,756,77.02,24.7,5834,4.591,-0.54,0.774,0.862,285.3385,46.309872,0
693,9941859,K00528.01,CONFIRMED,9.57665962,0.043,3.3603,746.8,846,121.26,82.6,5386,4.322,0.18,1.076,0.886,287.1011,46.896481,1
694,9941859,K00528.02,CONFIRMED,96.6781852,0.336,5.6957,951.3,392,5.55,44.7,5386,4.322,0.18,1.076,0.886,287.1011,46.896481,1
695,9941859,K00528.03,CONFIRMED,20.55280311,0.568,2.2013,727.3,656,43.8,42.4,5386,4.322,0.18,1.076,0.886,287.1011,46.896481,1
696,10068030,K00529.01,FALSE POSITIVE,2.023123903,0.026,1.1829,1288.9,1266,608.26,76,5559,4.578,-0.18,0.803,0.899,288.84903,47.021969,0
697,10266615,K00530.01,CONFIRMED,10.94026745,0.595,2.3494,538.6,764,80.52,30.6,5749,4.547,-0.1,0.864,0.961,288.67068,47.399139,1
698,10395543,K00531.01,CANDIDATE,3.687469832,0.919,1.0668,5057.6,690,53.6,363.9,4004,4.659,0.12,0.606,0.611,287.69119,47.546902,0
699,10454313,K00532.01,CONFIRMED,4.221626193,0.847,3.0619,658,1176,453.2,83.7,6123,4.472,-0.14,0.987,1.053,284.2572,47.68895,1
700,10513530,K00533.01,CONFIRMED,16.54967098,0.88,4.3808,744.5,656,43.72,46.8,5372,4.434,-0.02,0.916,0.832,280.64136,47.751942,1
701,10513530,K00533.02,CONFIRMED,3.52467888,0.976,2.484,129.7,1098,344.61,12.3,5372,4.434,-0.02,0.916,0.832,280.64136,47.751942,1
702,10554999,K00534.01,CONFIRMED,6.400157105,0.898,2.0004,743.2,810,101.72,49.1,5299,4.597,-0.14,0.766,0.856,298.66373,47.762039,1
703,10554999,K00534.02,CONFIRMED,2.735900074,0.189,1.9359,428.9,1075,315.95,44.5,5299,4.597,-0.14,0.766,0.856,298.66373,47.762039,1
704,10873260,K00535.01,CONFIRMED,5.852968845,0.316,4.5973,1146.5,1056,293.93,152.4,6050,4.45,-0.04,1.013,1.05,296.38553,48.233452,1
705,10965008,K00536.01,CONFIRMED,81.1701587,0.875,8.358,1183.2,436,8.55,51,5460,4.263,0.16,1.165,0.907,286.02402,48.43177,1
706,11073351,K00537.01,CONFIRMED,2.820190603,0.614,2.554,467.5,1367,824.92,64.2,5831,4.359,0.16,1.121,1.047,285.79068,48.683262,1
707,11090765,K00538.01,CONFIRMED,21.21712312,0.89,5.89,636,706,58.63,56.2,6191,4.438,-0.24,1.007,1.01,294.95145,48.651192,1
708,11521048,K00540.01,FALSE POSITIVE,25.70280003,1.27,3.1644,5623.8,562,23.68,67.9,5532,4.488,-0.36,0.835,0.782,297.76697,49.446659,0
709,11656721,K00541.01,CONFIRMED,13.64617478,0.115,3.4098,633,678,49.89,43.4,5569,4.566,-0.08,0.829,0.928,288.92157,49.762032,1
710,11669239,K00542.01,CONFIRMED,41.8854433,0.917,6.763,687.4,540,20.05,47,5735,4.356,-0.2,1.028,0.875,295.57135,49.774578,1
